Tokens for Kommisar - Springtime
Timestamp: 20260126201528
Shape: torch.Size([9679, 32])
----------------------------------------
Frame | Codebooks (0-31)
7564  | 196  48   609  531  749  883  334  441  246  275  221  415  987  591  428  838  758  897  384  495  489  783  675  783  573  747  1004 887  513  921  635  282 
7565  | 686  794  857  944  798  634  327  735  339  138  1017 285  633  950  730  968  613  401  764  528  158  955  477  756  411  522  564  589  558  472  452  543 
7566  | 87   16   61   947  214  115  355  210  152  956  698  879  932  381  646  923  962  425  843  868  940  893  986  661  727  770  981  527  511  478  415  684 
7567  | 196  71   779  1011 236  139  418  716  10   408  1006 817  600  661  796  568  866  606  912  577  308  706  276  490  591  535  916  945  632  1000 890  664 
7568  | 87   991  412  695  424  534  677  670  472  427  859  630  840  718  754  498  262  711  714  606  801  198  281  490  971  645  976  863  475  765  581  993 
7569  | 287  75   456  894  256  913  288  633  704  621  278  735  668  565  477  681  813  150  407  914  687  274  463  814  715  898  715  872  552  902  456  734 
7570  | 287  140  688  852  342  335  632  290  641  567  671  482  146  785  676  565  882  88   520  762  798  651  840  881  544  912  495  963  972  943  697  631 
7571  | 287  565  548  449  687  707  938  119  899  997  619  870  863  765  715  529  336  321  775  752  502  969  888  285  1012 576  643  957  666  937  513  720 
7572  | 287  517  171  73   198  127  908  355  757  521  933  917  677  889  655  854  463  890  445  768  638  833  920  754  254  574  530  729  305  1006 276  1013
7573  | 87   1007 297  958  745  951  737  428  431  852  878  752  37   422  250  323  975  899  882  976  164  841  857  756  929  728  953  576  300  537  647  642 
7574  | 115  552  341  1011 337  857  36   31   506  1005 447  801  703  986  759  985  876  445  806  358  906  621  399  753  617  998  400  819  785  476  786  922 
7575  | 287  28   341  73   244  382  448  88   175  705  834  227  854  1015 785  439  420  880  741  944  580  702  395  947  273  613  927  710  896  792  816  483 
7576  | 287  552  934  876  881  954  147  548  945  380  285  545  923  377  980  469  663  175  758  871  683  682  975  635  255  913  273  697  772  1016 466  549 
7577  | 287  28   282  23   236  765  492  139  709  488  906  793  669  444  708  1013 944  344  710  667  466  390  540  753  851  825  672  928  970  969  948  570 
7578  | 287  80   484  1001 986  988  14   150  300  894  781  549  783  582  506  493  859  818  903  783  614  842  942  579  409  260  288  647  638  828  514  512 
7579  | 287  28   211  983  11   290  501  309  659  680  832  792  585  1022 258  765  833  350  694  173  872  629  823  943  597  976  599  326  763  766  489  525 
7580  | 785  80   900  434  552  639  482  203  444  700  929  353  480  709  610  893  194  247  340  983  281  660  271  516  322  245  906  235  936  619  546  865 
7581  | 287  28   211  73   435  639  41   355  133  583  480  351  872  337  874  895  766  1016 617  506  997  724  282  683  501  988  571  684  230  756  574  891 
7582  | 287  552  189  624  681  200  184  267  619  928  958  344  507  550  676  258  496  377  687  501  453  458  500  406  992  1014 825  490  953  914  713  905 
7583  | 287  80   110  954  899  239  681  469  189  416  223  589  196  509  1020 740  996  127  717  447  717  266  242  808  401  868  633  829  539  831  711  561 
7584  | 287  28   904  23   267  490  465  378  153  257  880  371  421  786  944  884  956  605  968  966  839  1001 407  1001 457  660  755  800  975  944  750  421 
7585  | 287  80   337  703  761  256  297  470  484  870  599  574  974  938  967  611  692  306  644  738  640  238  465  307  870  904  366  1006 425  956  652  888 
7586  | 287  28   211  905  60   489  383  977  147  706  405  755  987  965  415  721  1020 141  816  908  997  223  908  264  660  943  959  481  806  637  964  517 
7587  | 794  552  52   264  967  634  121  432  971  560  452  538  472  624  357  941  212  135  432  218  91   838  609  285  564  982  680  952  554  934  513  669 
7588  | 287  28   211  686  60   790  685  788  926  289  500  818  481  492  432  850  534  547  351  882  665  211  512  846  823  899  625  857  907  262  648  967 
7589  | 287  552  716  703  881  319  78   788  494  574  487  103  255  435  726  906  827  67   401  334  754  573  834  536  666  673  412  635  907  880  1010 669 
7590  | 287  28   282  571  435  237  281  328  181  342  22   599  554  1015 514  938  677  183  188  228  329  582  870  1012 490  872  954  671  296  880  779  630 
7591  | 287  80   211  1007 962  768  685  162  757  220  424  646  781  377  343  312  353  441  94   572  696  547  971  515  198  937  591  929  401  644  875  652 
7592  | 287  28   211  1007 962  44   389  659  741  210  757  641  974  701  684  431  937  847  405  999  527  776  379  813  856  941  665  536  744  861  742  721 
7593  | 287  80   518  403  877  988  835  607  137  518  620  343  888  478  416  847  355  173  1001 334  467  312  728  576  501  264  946  996  289  676  237  820 
7594  | 420  28   498  248  687  988  996  853  793  630  184  980  511  563  940  948  27   748  743  814  655  764  635  912  865  779  384  825  539  993  513  413 
7595  | 420  552  211  905  60   344  745  767  379  144  733  41   437  350  661  752  855  30   959  806  997  842  453  556  544  879  520  986  278  602  544  483 
7596  | 794  80   913  969  42   876  819  519  886  149  437  961  974  407  923  948  479  732  965  664  819  211  386  482  524  968  998  875  925  838  597  1004
7597  | 420  552  211  360  469  961  858  187  41   547  608  991  909  1010 759  451  925  50   193  379  293  671  892  406  640  935  656  549  247  682  797  855 
7598  | 287  80   155  703  881  381  845  479  962  577  951  248  873  969  716  556  49   80   748  1012 835  922  414  656  307  557  348  825  247  729  415  282 
7599  | 420  28   211  39   686  961  121  942  796  71   221  664  699  897  920  760  27   631  936  337  871  679  220  882  243  851  666  223  882  996  935  1019
7600  | 420  552  52   905  236  698  776  85   258  950  996  649  474  470  575  1013 924  162  551  393  620  653  844  969  937  704  937  850  524  505  503  537 
7601  | 794  28   155  571  60   876  690  479  971  360  412  846  514  988  103  440  65   748  748  851  568  363  1006 850  282  489  546  416  247  591  415  282 
7602  | 95   75   183  905  1021 639  858  376  153  793  575  536  737  294  392  387  12   859  449  518  855  868  349  933  309  1017 849  728  698  719  719  276 
7603  | 194  28   52   479  267  961  858  652  249  267  613  1010 536  251  403  826  647  341  587  954  968  951  220  1018 807  864  590  857  842  768  415  707 
7604  | 194  5    52   99   679  876  328  882  249  917  719  301  451  249  671  959  110  28   701  885  238  510  755  969  638  753  451  462  926  950  415  435 
7605  | 194  28   52   479  267  961  858  657  907  243  610  844  797  646  1018 780  339  210  467  731  893  914  503  977  891  964  572  628  553  921  415  408 
7606  | 95   5    183  571  472  34   835  155  409  544  257  305  507  930  671  555  712  801  748  354  189  851  255  765  1003 1000 656  661  836  934  415  767 
7607  | 194  28   155  939  42   988  465  150  460  561  409  356  914  767  523  418  453  0    699  196  1003 588  201  888  566  989  168  693  882  261  486  208 
7608  | 420  80   155  703  881  319  1017 479  496  574  415  345  947  249  623  453  53   28   513  791  234  790  220  248  946  297  245  249  882  502  863  506 
7609  | 420  28   52   502  679  319  225  14   806  640  916  989  624  842  346  788  255  59   485  649  1015 602  885  222  540  638  362  477  788  696  720  765 
7610  | 194  552  52   987  806  869  7    673  541  435  610  816  291  511  1005 745  942  866  159  1016 388  164  199  771  734  736  732  933  785  519  722  652 
7611  | 420  80   155  204  687  65   188  942  249  412  354  190  393  420  384  594  98   18   748  618  558  394  725  877  247  797  907  944  882  244  415  765 
7612  | 794  28   52   969  1017 743  640  471  962  503  645  457  397  664  690  528  904  43   293  286  648  842  133  752  573  988  952  911  785  980  415  1018
7613  | 194  552  155  876  42   24   147  489  788  281  966  365  647  607  652  553  675  557  931  414  741  510  926  533  307  300  788  326  882  685  415  786 
7614  | 420  28   155  204  686  108  121  913  194  771  460  815  578  339  298  589  457  456  748  1003 932  431  565  548  488  280  800  552  715  918  415  691 
7615  | 194  80   52   479  881  961  702  755  702  429  156  189  671  646  213  1003 309  49   739  146  806  899  908  423  622  294  988  292  957  765  415  328 
7616  | 420  28   211  172  738  534  740  166  1007 930  448  267  592  511  335  254  930  104  279  544  248  452  764  1012 897  574  330  519  852  614  612  741 
7617  | 420  80   211  172  758  961  739  712  249  705  254  386  437  709  434  325  416  154  748  714  488  215  873  602  444  511  756  605  977  547  415  954 
7618  | 420  552  52   969  1017 687  432  669  137  917  917  190  242  672  436  679  63   45   985  298  144  661  672  834  725  811  882  542  484  998  797  561 
7619  | 420  80   155  204  472  472  566  416  218  701  377  520  397  397  671  656  926  915  748  745  641  185  353  881  294  665  825  874  972  231  415  644 
7620  | 420  28   155  204  472  988  845  601  757  560  751  612  912  1006 642  498  145  204  748  656  989  621  329  569  294  815  714  518  531  495  797  276 
7621  | 420  80   155  204  881  65   632  199  246  616  417  677  499  208  774  958  817  694  748  587  811  993  851  514  265  993  635  601  785  591  670  876 
7622  | 420  28   52   969  1017 319  731  734  341  290  412  369  677  426  744  593  9    211  94   994  388  949  858  1009 608  710  878  193  689  758  415  866 
7623  | 287  250  939  532  568  581  349  961  287  259  478  775  674  955  821  539  561  608  699  944  902  621  798  663  286  834  512  462  845  538  682  221 
7624  | 420  402  939  905  879  540  794  430  605  779  1013 423  473  995  632  497  999  755  444  654  442  234  835  377  968  808  920  871  287  638  468  757 
7625  | 194  546  298  824  41   83   82   575  153  832  757  722  934  986  878  663  245  665  972  382  286  727  353  922  900  535  548  786  664  538  948  820 
7626  | 420  250  871  709  174  51   639  459  976  664  797  883  301  890  435  328  265  441  33   1020 444  762  621  713  963  981  132  935  880  822  313  869 
7627  | 794  402  939  248  174  333  687  577  296  1021 22   423  427  903  1018 503  951  233  550  909  291  924  431  688  851  956  448  249  484  677  797  889 
7628  | 420  250  939  905  174  15   94   664  831  264  718  872  672  412  915  622  987  234  769  763  737  701  321  740  1002 637  308  574  291  641  452  685 
7629  | 549  279  729  944  174  351  161  261  783  719  607  196  271  474  728  101  531  935  629  830  783  252  293  718  232  789  706  381  974  940  948  221 
7630  | 194  853  916  567  110  943  210  732  16   421  508  710  266  678  986  352  655  823  491  932  862  1021 895  1015 1017 818  788  1008 477  781  364  467 
7631  | 794  853  788  567  174  83   958  369  792  122  813  322  295  470  390  901  1001 164  451  635  646  698  526  803  660  780  330  988  410  244  1004 601 
7632  | 287  853  378  735  957  83   94   261  788  203  580  212  557  472  839  857  483  768  912  538  893  624  271  314  571  678  970  946  686  537  936  299 
7633  | 420  813  729  735  430  409  725  261  153  951  471  462  297  1001 703  966  822  748  619  394  903  363  293  590  760  962  667  648  309  638  797  691 
7634  | 287  800  400  850  331  538  258  507  1009 772  471  905  452  547  959  884  72   591  569  600  314  804  855  302  266  474  517  930  621  542  632  610 
7635  | 287  402  182  709  877  422  620  643  582  720  456  751  478  594  353  989  22   728  975  734  87   854  843  934  824  476  907  731  560  944  931  894 
